R_fighter,B_fighter,title_bout,date,weight_class,Winner
Marlon Vera,Wuliji Buren,False,2018-08-04,Bantamweight,Red
Alex Perez,Jose Torres,False,2018-08-04,Flyweight,Red
Danielle Taylor,Zhang Weili,False,2018-08-04,WomenStrawweight,Blue
Kajan Johnson,Islam Makhachev,False,2018-07-28,Lightweight,Blue
Joanna Jedrzejczyk,Tecia Torres,False,2018-07-28,WomenStrawweight,Red
Alexander Hernandez,Olivier Aubin-Mercier,False,2018-07-28,Lightweight,Red
Gadzhimurad Antigulov,Ion Cutelaba,False,2018-07-28,LightHeavyweight,Blue
Eddie Alvarez,Dustin Poirier,False,2018-07-28,Lightweight,Blue
Jose Aldo,Jeremy Stephens,False,2018-07-28,Featherweight,Red
Hakeem Dawodu,Austin Arnett,False,2018-07-28,Featherweight,Red
Jordan Mein,Alex Morono,False,2018-07-28,Welterweight,Red
Dustin Ortiz,Matheus Nicolau,False,2018-07-28,Flyweight,Red
Randa Markos,Nina Ansaroff,False,2018-07-28,WomenStrawweight,Blue
Alexis Davis,Katlyn Chookagian,False,2018-07-28,WomenFlyweight,Blue
Devin Powell,Alvaro Herrera Mendoza,False,2018-07-28,Lightweight,Red
John Makdessi,Ross Pearson,False,2018-07-28,Lightweight,Red
Mauricio Rua,Anthony Smith,False,2018-07-22,LightHeavyweight,Blue
Glover Teixeira,Corey Anderson,False,2018-07-22,LightHeavyweight,Blue
Emil Meek,Bartosz Fabinski,False,2018-07-22,Welterweight,Blue
Vitor Miranda,Abu Azaitar,False,2018-07-22,Middleweight,Blue
Danny Roberts,David Zawada,False,2018-07-22,Welterweight,Red
Nasrat Haqparast,Marc Diakiese,False,2018-07-22,Lightweight,Red
Nick Hein,Damir Hadzovic,False,2018-07-22,Lightweight,Blue
Marcin Tybura,Stefan Struve,False,2018-07-22,Heavyweight,Red
Davey Grant,Manny Bermudez,False,2018-07-22,Bantamweight,Blue
Khalid Taha,Nad Narimani,False,2018-07-22,Featherweight,Blue
Justin Ledet,Aleksandar Rakic,False,2018-07-22,LightHeavyweight,Blue
Jeremy Kimball,Darko Stosic,False,2018-07-22,LightHeavyweight,Blue
Damian Stasiak,Pingyuan Liu,False,2018-07-22,Bantamweight,Blue
Myles Jury,Chad Mendes,False,2018-07-14,Featherweight,Blue
Darren Elkins,Alexander Volkanovski,False,2018-07-14,Featherweight,Blue
Randy Brown,Niko Price,False,2018-07-14,Welterweight,Blue
Junior Dos Santos,Blagoy Ivanov,False,2018-07-14,Heavyweight,Red
Sage Northcutt,Zak Ottow,False,2018-07-14,Welterweight,Red
Cat Zingano,Marion Reneau,False,2018-07-14,WomenBantamweight,Red
Dennis Bermudez,Rick Glenn,False,2018-07-14,Featherweight,Blue
Eddie Wineland,Alejandro Perez,False,2018-07-14,Bantamweight,Blue
Kurt Holobaugh,Raoni Barcelos,False,2018-07-14,Featherweight,Blue
Mark De La Rosa,Elias Garcia,False,2018-07-14,Flyweight,Red
Justin Scoggins,Said Nurmagomedov,False,2018-07-14,Flyweight,Blue
Jessica Aguilar,Jodie Esquibel,False,2018-07-14,WomenStrawweight,Red
Liz Carmouche,Jennifer Maia,False,2018-07-14,WomenFlyweight,Red
Stipe Miocic,Daniel Cormier,True,2018-07-07,Heavyweight,Blue
Raphael Assuncao,Rob Font,False,2018-07-07,Bantamweight,Red
Lando Vannata,Drakkar Klose,False,2018-07-07,Lightweight,Blue
Gokhan Saki,Khalil Rountree Jr.,False,2018-07-07,LightHeavyweight,Blue
Uriah Hall,Paulo Costa,False,2018-07-07,Middleweight,Blue
Francis Ngannou,Derrick Lewis,False,2018-07-07,Heavyweight,Blue
Paul Felder,Mike Perry,False,2018-07-07,Welterweight,Blue
Michael Chiesa,Anthony Pettis,False,2018-07-07,Lightweight,Blue
Dan Hooker,Gilbert Burns,False,2018-07-07,Lightweight,Red
Curtis Millender,Max Griffin,False,2018-07-07,Welterweight,Red
Jamie Moyle,Emily Whitmire,False,2018-07-07,WomenStrawweight,Blue
Jay Cucciniello,Brad Katona,True,2018-07-06,Featherweight,Blue
Michael Trizano,Joe Giannetti,True,2018-07-06,Lightweight,Red
Brad Tavares,Israel Adesanya,False,2018-07-06,Middleweight,Blue
Luis Pena,Richie Smullen,False,2018-07-06,Lightweight,Red
Alessio Di Chirico,Julian Marquez,False,2018-07-06,Middleweight,Red
Montana De La Rosa,Rachael Ostovich,False,2018-07-06,WomenFlyweight,Red
Roxanne Modafferi,Barb Honchak,False,2018-07-06,WomenFlyweight,Red
Alex Caceres,Martin Bravo,False,2018-07-06,Featherweight,Red
John Gunther,Allan Zuniga,False,2018-07-06,Lightweight,Red
Matt Bessette,Steven Peterson,False,2018-07-06,Featherweight,Blue
Tyler Diamond,Bryce Mitchell,False,2018-07-06,Featherweight,Blue
Gerald Meerschaert,Oskar Piechota,False,2018-07-06,Middleweight,Red
Song Kenan,Hector Aldana,False,2018-06-23,Welterweight,Red
Ovince Saint Preux,Tyson Pedro,False,2018-06-23,LightHeavyweight,Red
Li Jingliang,Daichi Abe,False,2018-06-23,Welterweight,Red
Teruto Ishihara,Petr Yan,False,2018-06-23,Bantamweight,Blue
Donald Cerrone,Leon Edwards,False,2018-06-23,Welterweight,Blue
Jessica-Rose Clark,Jessica Eye,False,2018-06-23,WomenFlyweight,Blue
Felipe Arantes,Song Yadong,False,2018-06-23,Bantamweight,Blue
Rolando Dy,Shane Young,False,2018-06-23,Featherweight,Blue
Shinsho Anzai,Jake Matthews,False,2018-06-23,Welterweight,Blue
Viviane Pereira,Yan Xiaonan,False,2018-06-23,WomenStrawweight,Blue
Jenel Lausa,Yuta Sasaki,False,2018-06-23,Flyweight,Blue
Matt Schnell,Naoki Inoue,False,2018-06-23,Flyweight,Red
Ji Yeon Kim,Melinda Fabian,False,2018-06-23,WomenFlyweight,Red
Claudia Gadelha,Carla Esparza,False,2018-06-09,WomenStrawweight,Red
Andrei Arlovski,Tai Tuivasa,False,2018-06-09,Heavyweight,Blue
Ricardo Lamas,Mirsad Bektic,False,2018-06-09,Featherweight,Blue
Rafael Dos Anjos,Colby Covington,True,2018-06-09,Welterweight,Blue
Alistair Overeem,Curtis Blaydes,False,2018-06-09,Heavyweight,Blue
Robert Whittaker,Yoel Romero,False,2018-06-09,Middleweight,Red
CM Punk,Mike Jackson,False,2018-06-09,Welterweight,Draw
Holly Holm,Megan Anderson,False,2018-06-09,WomenFeatherweight,Red
Rashad Coulter,Chris de la Rocha,False,2018-06-09,Heavyweight,Blue
Rashad Evans,Anthony Smith,False,2018-06-09,LightHeavyweight,Blue
Mike Santiago,Dan Ige,False,2018-06-09,Featherweight,Blue
Clay Guida,Charles Oliveira,False,2018-06-09,Lightweight,Blue
Joseph Benavidez,Sergio Pettis,False,2018-06-09,Flyweight,Blue
Jake Ellenberger,Ben Saunders,False,2018-06-01,Welterweight,Blue
Jimmie Rivera,Marlon Moraes,False,2018-06-01,Bantamweight,Blue
Nik Lentz,David Teymur,False,2018-06-01,Lightweight,Blue
Sijara Eubanks,Lauren Murphy,False,2018-06-01,WomenFlyweight,Red
Gian Villante,Sam Alvey,False,2018-06-01,LightHeavyweight,Blue
Walt Harris,Daniel Spitz,False,2018-06-01,Heavyweight,Red
Julio Arce,Daniel Teymur,False,2018-06-01,Featherweight,Red
Gregor Gillespie,Vinc Pichel,False,2018-06-01,Lightweight,Red
Jarred Brooks,Jose Torres,False,2018-06-01,Flyweight,Blue
Desmond Green,Gleison Tibau,False,2018-06-01,Lightweight,Red
Belal Muhammad,Chance Rencountre,False,2018-06-01,Welterweight,Red
Johnny Eduardo,Nathaniel Wood,False,2018-06-01,Bantamweight,Blue
Neil Magny,Craig White,False,2018-05-27,Welterweight,Red
Jason Knight,Makwan Amirkhani,False,2018-05-27,Featherweight,Blue
Lina Lansberg,Gina Mazany,False,2018-05-27,WomenBantamweight,Red
Eric Spicely,Darren Stewart,False,2018-05-27,Middleweight,Blue
Stephen Thompson,Darren Till,False,2018-05-27,Welterweight,Blue
Arnold Allen,Mads Burnell,False,2018-05-27,Featherweight,Red
Claudio Silva,Nordine Taleb,False,2018-05-27,Welterweight,Red
Daniel Kelly,Tom Breese,False,2018-05-27,Middleweight,Blue
Brad Scott,Carlo Pedersoli Jr.,False,2018-05-27,Welterweight,Blue
Gillian Robertson,Molly McCann,False,2018-05-27,WomenFlyweight,Red
Elias Theodorou,Trevor Smith,False,2018-05-27,Middleweight,Red
Jared Cannonier,Dominick Reyes,False,2018-05-19,LightHeavyweight,Blue
Alexa Grasso,Tatiana Suarez,False,2018-05-19,WomenStrawweight,Blue
Diego Rivas,Guido Cannetti,False,2018-05-19,Bantamweight,Blue
Zak Cummings,Michel Prazeres,False,2018-05-19,Welterweight,Blue
Veronica Macedo,Andrea Lee,False,2018-05-19,WomenFlyweight,Blue
Demian Maia,Kamaru Usman,False,2018-05-19,Welterweight,Blue
Vicente Luque,Chad Laprise,False,2018-05-19,Welterweight,Red
Brandon Moreno,Alexandre Pantoja,False,2018-05-19,Flyweight,Blue
Poliana Botelho,Syuri Kondo,False,2018-05-19,WomenStrawweight,Red
Gabriel Benitez,Humberto Bandenay,False,2018-05-19,Featherweight,Red
Enrique Barzola,Brandon Davis,False,2018-05-19,Featherweight,Red
Claudio Puelles,Felipe Silva,False,2018-05-19,Lightweight,Red
Henry Briones,Frankie Saenz,False,2018-05-19,Bantamweight,Blue
Davi Ramos,Nick Hein,False,2018-05-12,Lightweight,Red
Jacare Souza,Kelvin Gastelum,False,2018-05-12,Middleweight,Blue
Amanda Nunes,Raquel Pennington,True,2018-05-12,WomenBantamweight,Red
Cezar Ferreira,Karl Roberson,False,2018-05-12,Middleweight,Red
Mackenzie Dern,Amanda Cooper,False,2018-05-12,WomenStrawweight,Red
John Lineker,Brian Kelleher,False,2018-05-12,Bantamweight,Red
Vitor Belfort,Lyoto Machida,False,2018-05-12,Middleweight,Blue
Aleksei Oleinik,Junior Albini,False,2018-05-12,Heavyweight,Red
Elizeu Zaleski dos Santos,Sean Strickland,False,2018-05-12,Welterweight,Red
Alberto Mina,Ramazan Emeev,False,2018-05-12,Welterweight,Blue
Thales Leites,Jack Hermansson,False,2018-05-12,Middleweight,Blue
Warlley Alves,Sultan Aliev,False,2018-05-12,Welterweight,Red
Markus Perez,James Bochnovic,False,2018-05-12,Middleweight,Red
Merab Dvalishvili,Ricky Simon,False,2018-04-21,Bantamweight,Blue
Justin Willis,Chase Sherman,False,2018-04-21,Heavyweight,Red
Frankie Edgar,Cub Swanson,False,2018-04-21,Featherweight,Red
David Branch,Thiago Santos,False,2018-04-21,Middleweight,Red
Ryan LaFlare,Alex Garcia,False,2018-04-21,Welterweight,Red
Edson Barboza,Kevin Lee,False,2018-04-21,Lightweight,Blue
Jim Miller,Dan Hooker,False,2018-04-21,Lightweight,Blue
Aljamain Sterling,Brett Johns,False,2018-04-21,Bantamweight,Red
Siyar Bahadurzada,Luan Chagas,False,2018-04-21,Welterweight,Red
Corey Anderson,Patrick Cummins,False,2018-04-21,LightHeavyweight,Red
Anthony Rocco Martin,Keita Nakamura,False,2018-04-21,Welterweight,Red
Michelle Waterson,Cortney Casey,False,2018-04-14,WomenStrawweight,Red
Dustin Poirier,Justin Gaethje,False,2018-04-14,Lightweight,Red
Wilson Reis,John Moraga,False,2018-04-14,Flyweight,Blue
Israel Adesanya,Marvin Vettori,False,2018-04-14,Middleweight,Red
Krzysztof Jotko,Brad Tavares,False,2018-04-14,Middleweight,Blue
Carlos Condit,Alex Oliveira,False,2018-04-14,Welterweight,Blue
Muslim Salikhov,Ricky Rainey,False,2018-04-14,Welterweight,Red
Tim Boetsch,Antonio Carlos Junior,False,2018-04-14,Middleweight,Blue
Gilbert Burns,Dan Moret,False,2018-04-14,Lightweight,Red
Shana Dobson,Lauren Mueller,False,2018-04-14,WomenFlyweight,Blue
Matthew Lopez,Alejandro Perez,False,2018-04-14,Bantamweight,Blue
Dhiego Lima,Yushin Okami,False,2018-04-14,Welterweight,Blue
Luke Sanders,Patrick Williams,False,2018-04-14,Bantamweight,Red
Arjan Bhullar,Adam Wieczorek,False,2018-04-14,Heavyweight,Blue
Zabit Magomedsharipov,Kyle Bochniak,False,2018-04-07,Featherweight,Red
Karolina Kowalkiewicz,Felice Herrig,False,2018-04-07,WomenStrawweight,Red
Renato Moicano,Calvin Kattar,False,2018-04-07,Featherweight,Red
Joe Lauzon,Chris Gruetzemacher,False,2018-04-07,Lightweight,Blue
Rose Namajunas,Joanna Jedrzejczyk,True,2018-04-07,WomenStrawweight,Red
Khabib Nurmagomedov,Al Iaquinta,True,2018-04-07,Lightweight,Red
Bec Rawlings,Ashlee Evans-Smith,False,2018-04-07,WomenFlyweight,Blue
Evan Dunham,Olivier Aubin-Mercier,False,2018-04-07,Lightweight,Blue
Devin Clark,Mike Rodriguez,False,2018-04-07,LightHeavyweight,Red
Danny Roberts,Oliver Enkamp,False,2018-03-17,Welterweight,Red
John Phillips,Charles Byrd,False,2018-03-17,Middleweight,Blue
Tom Duquesnoy,Terrion Ware,False,2018-03-17,Bantamweight,Red
Paul Craig,Magomed Ankalaev,False,2018-03-17,LightHeavyweight,Red
Leon Edwards,Peter Sobotta,False,2018-03-17,Welterweight,Red
Jimi Manuwa,Jan Blachowicz,False,2018-03-17,LightHeavyweight,Blue
Fabricio Werdum,Alexander Volkov,False,2018-03-17,Heavyweight,Blue
Danny Henry,Hakeem Dawodu,False,2018-03-17,Featherweight,Red
Stevie Ray,Kajan Johnson,False,2018-03-17,Lightweight,Blue
Mark Godbeer,Dmitry Sosnovskiy,False,2018-03-17,Heavyweight,Blue
Stefan Struve,Andrei Arlovski,False,2018-03-03,Heavyweight,Blue
Ashley Yoder,Mackenzie Dern,False,2018-03-03,WomenStrawweight,Blue
Frankie Edgar,Brian Ortega,False,2018-03-03,Featherweight,Blue
Cristiane Justino,Yana Kunitskaya,True,2018-03-03,WomenFeatherweight,Red
Beneil Dariush,Alexander Hernandez,False,2018-03-03,Lightweight,Blue
Cat Zingano,Ketlen Vieira,False,2018-03-03,WomenBantamweight,Blue
John Dodson,Pedro Munhoz,False,2018-03-03,Bantamweight,Red
Sean O'Malley,Andre Soukhamthath,False,2018-03-03,Bantamweight,Red
Mike Pyle,Zak Ottow,False,2018-03-03,Welterweight,Blue
CB Dollaway,Hector Lombard,False,2018-03-03,Middleweight,Red
Bryan Caraway,Cody Stamann,False,2018-03-03,Bantamweight,Blue
Jordan Johnson,Adam Milstead,False,2018-03-03,LightHeavyweight,Red
Jessica Andrade,Tecia Torres,False,2018-02-24,WomenStrawweight,Red
Josh Emmett,Jeremy Stephens,False,2018-02-24,Featherweight,Blue
Renan Barao,Brian Kelleher,False,2018-02-24,Bantamweight,Blue
Sara McMann,Marion Reneau,False,2018-02-24,WomenBantamweight,Blue
Ovince Saint Preux,Ilir Latifi,False,2018-02-24,LightHeavyweight,Blue
Mike Perry,Max Griffin,False,2018-02-24,Welterweight,Blue
Ben Saunders,Alan Jouban,False,2018-02-24,Welterweight,Blue
Maryna Moroz,Angela Hill,False,2018-02-24,WomenStrawweight,Blue
Albert Morales,Manny Bermudez,False,2018-02-24,Bantamweight,Blue
Sam Alvey,Marcin Prachnio,False,2018-02-24,LightHeavyweight,Red
Rani Yahya,Russell Doane,False,2018-02-24,Bantamweight,Red
Eric Shelton,Alex Perez,False,2018-02-24,Flyweight,Blue
Geoff Neal,Brian Camozzi,False,2018-02-18,Welterweight,Red
Steven Peterson,Brandon Davis,False,2018-02-18,Featherweight,Blue
Derrick Lewis,Marcin Tybura,False,2018-02-18,Heavyweight,Red
Thiago Alves,Curtis Millender,False,2018-02-18,Welterweight,Blue
Jared Gordon,Diego Ferreira,False,2018-02-18,Lightweight,Blue
Sage Northcutt,Thibault Gouti,False,2018-02-18,Lightweight,Red
James Vick,Francisco Trinaldo,False,2018-02-18,Lightweight,Red
Donald Cerrone,Yancy Medeiros,False,2018-02-18,Welterweight,Red
Oskar Piechota,Tim Williams,False,2018-02-18,Middleweight,Red
Robert Sanchez,Joby Sanchez,False,2018-02-18,Flyweight,Red
Joshua Burkman,Alex Morono,False,2018-02-18,Welterweight,Blue
Sarah Moras,Lucie Pudilova,False,2018-02-18,WomenBantamweight,Blue
Alexander Volkanovski,Jeremy Kennedy,False,2018-02-10,Featherweight,Red
Rob Wilkinson,Israel Adesanya,False,2018-02-10,Middleweight,Blue
Mark Hunt,Curtis Blaydes,False,2018-02-10,Heavyweight,Blue
Tyson Pedro,Saparbeg Safarov,False,2018-02-10,LightHeavyweight,Red
Damien Brown,Dong Hyun Ma,False,2018-02-10,Lightweight,Blue
Tai Tuivasa,Cyril Asker,False,2018-02-10,Heavyweight,Red
Yoel Romero,Luke Rockhold,True,2018-02-10,Middleweight,Red
Jake Matthews,Li Jingliang,False,2018-02-10,Welterweight,Red
Luke Jumeau,Daichi Abe,False,2018-02-10,Welterweight,Red
Ross Pearson,Mizuto Hirota,False,2018-02-10,Lightweight,Red
Teruto Ishihara,Jose Quinonez,False,2018-02-10,Bantamweight,Blue
Jussier Formiga,Ben Nguyen,False,2018-02-10,Flyweight,Red
Timothy Johnson,Marcelo Golm,False,2018-02-03,Heavyweight,Red
Michel Prazeres,Desmond Green,False,2018-02-03,Lightweight,Red
Thiago Santos,Anthony Smith,False,2018-02-03,Middleweight,Red
Valentina Shevchenko,Priscila Cachoeira,False,2018-02-03,WomenFlyweight,Red
Sergio Moraes,Tim Means,False,2018-02-03,Welterweight,Red
Douglas Silva de Andrade,Marlon Vera,False,2018-02-03,Bantamweight,Red
Alan Patrick,Damir Hadzovic,False,2018-02-03,Lightweight,Red
Lyoto Machida,Eryk Anders,False,2018-02-03,Middleweight,Red
Maia Stevenson,Polyana Viana,False,2018-02-03,WomenStrawweight,Blue
Iuri Alcantara,Joe Soto,False,2018-02-03,Bantamweight,Red
Deiveson Figueiredo,Joseph Morales,False,2018-02-03,Flyweight,Red
Jordan Rinaldi,Gregor Gillespie,False,2018-01-27,Lightweight,Blue
Jacare Souza,Derek Brunson,False,2018-01-27,Middleweight,Red
Mirsad Bektic,Godofredo Pepey,False,2018-01-27,Featherweight,Red
Dennis Bermudez,Andre Fili,False,2018-01-27,Featherweight,Blue
Katlyn Chookagian,Mara Romero Borella,False,2018-01-27,WomenFlyweight,Red
Drew Dober,Frank Camacho,False,2018-01-27,Welterweight,Red
Randa Markos,Juliana Lima,False,2018-01-27,WomenStrawweight,Red
Erik Koch,Bobby Green,False,2018-01-27,Lightweight,Blue
Niko Price,George Sullivan,False,2018-01-27,Welterweight,Red
Vinc Pichel,Joaquim Silva,False,2018-01-27,Lightweight,Red
Justine Kish,Ji Yeon Kim,False,2018-01-27,WomenFlyweight,Blue
Austin Arnett,Cory Sandhagen,False,2018-01-27,Featherweight,Blue
Gian Villante,Francimar Barroso,False,2018-01-20,LightHeavyweight,Red
Calvin Kattar,Shane Burgos,False,2018-01-20,Featherweight,Red
Stipe Miocic,Francis Ngannou,True,2018-01-20,Heavyweight,Red
Dustin Ortiz,Alexandre Pantoja,False,2018-01-20,Flyweight,Red
Daniel Cormier,Volkan Oezdemir,True,2018-01-20,LightHeavyweight,Red
Thomas Almeida,Rob Font,False,2018-01-20,Bantamweight,Blue
Kyle Bochniak,Brandon Davis,False,2018-01-20,Featherweight,Red
Sabah Homasi,Abdul Razak Alhassan,False,2018-01-20,Welterweight,Blue
Matt Bessette,Enrique Barzola,False,2018-01-20,Featherweight,Blue
Dan Ige,Julio Arce,False,2018-01-20,Featherweight,Blue
Islam Makhachev,Gleison Tibau,False,2018-01-20,Lightweight,Red
Matt Frevola,Marco Polo Reyes,False,2018-01-14,Lightweight,Blue
Kyung Ho Kang,Guido Cannetti,False,2018-01-14,Bantamweight,Red
James Krause,Alex White,False,2018-01-14,Lightweight,Red
Darren Elkins,Michael Johnson,False,2018-01-14,Featherweight,Red
Kamaru Usman,Emil Meek,False,2018-01-14,Welterweight,Red
Jeremy Stephens,Dooho Choi,False,2018-01-14,Featherweight,Red
Paige VanZant,Jessica-Rose Clark,False,2018-01-14,WomenFlyweight,Blue
Talita Bernardo,Irene Aldana,False,2018-01-14,WomenBantamweight,Blue
Mads Burnell,Mike Santiago,False,2018-01-14,Featherweight,Red
Danielle Taylor,JJ Aldrich,False,2018-01-14,WomenStrawweight,Blue
Kalindra Faria,Jessica Eye,False,2018-01-14,WomenFlyweight,Blue
Khabib Nurmagomedov,Edson Barboza,False,2017-12-30,Lightweight,Red
Cristiane Justino,Holly Holm,True,2017-12-30,WomenFeatherweight,Red
Dan Hooker,Marc Diakiese,False,2017-12-30,Lightweight,Red
Marvin Vettori,Omari Akhmedov,False,2017-12-30,Middleweight,Draw
Cynthia Calvillo,Carla Esparza,False,2017-12-30,WomenStrawweight,Blue
Myles Jury,Rick Glenn,False,2017-12-30,Featherweight,Red
Khalil Rountree Jr.,Michal Oleksiejczuk,False,2017-12-30,LightHeavyweight,Draw
Carlos Condit,Neil Magny,False,2017-12-30,Welterweight,Blue
Louis Smolka,Matheus Nicolau,False,2017-12-30,Flyweight,Blue
Tim Elliott,Mark De La Rosa,False,2017-12-30,Bantamweight,Red
Julian Marquez,Darren Stewart,False,2017-12-16,Middleweight,Red
Ricardo Lamas,Josh Emmett,False,2017-12-16,Featherweight,Blue
Glover Teixeira,Misha Cirkunov,False,2017-12-16,LightHeavyweight,Red
Chad Laprise,Galore Bofando,False,2017-12-16,Welterweight,Red
Robbie Lawler,Rafael Dos Anjos,False,2017-12-16,Welterweight,Blue
Nordine Taleb,Danny Roberts,False,2017-12-16,Welterweight,Red
Jared Cannonier,Jan Blachowicz,False,2017-12-16,LightHeavyweight,Blue
Santiago Ponzinibbio,Mike Perry,False,2017-12-16,Welterweight,Red
Alessio Di Chirico,Oluwale Bamgbose,False,2017-12-16,Middleweight,Red
John Makdessi,Abel Trujillo,False,2017-12-16,Lightweight,Red
Jordan Mein,Erick Silva,False,2017-12-16,Welterweight,Red
Luke Sanders,Andre Soukhamthath,False,2017-12-09,Bantamweight,Blue
Eryk Anders,Markus Perez,False,2017-12-09,Middleweight,Red
Jason Knight,Gabriel Benitez,False,2017-12-09,Featherweight,Blue
Albert Morales,Benito Lopez,False,2017-12-09,Bantamweight,Blue
Scott Holtzman,Darrell Horcher,False,2017-12-09,Lightweight,Red
Marlon Moraes,Aljamain Sterling,False,2017-12-09,Bantamweight,Red
Cub Swanson,Brian Ortega,False,2017-12-09,Featherweight,Blue
Alexis Davis,Liz Carmouche,False,2017-12-09,WomenFlyweight,Red
Frankie Saenz,Merab Dvalishvili,False,2017-12-09,Bantamweight,Red
Chris Gruetzemacher,Davi Ramos,False,2017-12-09,Lightweight,Blue
Alejandro Perez,Iuri Alcantara,False,2017-12-09,Bantamweight,Red
Carls John De Tomas,Alex Perez,False,2017-12-09,Bantamweight,Blue
Antonio Braga Neto,Trevin Giles,False,2017-12-09,Middleweight,Blue
Henry Cejudo,Sergio Pettis,False,2017-12-02,Flyweight,Red
David Teymur,Drakkar Klose,False,2017-12-02,Lightweight,Red
Alistair Overeem,Francis Ngannou,False,2017-12-02,Heavyweight,Blue
Tecia Torres,Michelle Waterson,False,2017-12-02,WomenStrawweight,Red
Max Holloway,Jose Aldo,True,2017-12-02,Featherweight,Red
Charles Oliveira,Paul Felder,False,2017-12-02,Lightweight,Blue
Alex Oliveira,Yancy Medeiros,False,2017-12-02,Welterweight,Blue
Eddie Alvarez,Justin Gaethje,False,2017-12-02,Lightweight,Red
Sabah Homasi,Abdul Razak Alhassan,False,2017-12-02,Welterweight,Blue
Jeremy Kimball,Dominick Reyes,False,2017-12-02,LightHeavyweight,Blue
Justin Willis,Allen Crowder,False,2017-12-02,Heavyweight,Red
Amanda Cooper,Angela Magana,False,2017-12-02,WomenStrawweight,Red
Felice Herrig,Cortney Casey,False,2017-12-02,WomenStrawweight,Red
Eric Spicely,Gerald Meerschaert,False,2017-12-01,Middleweight,Blue
Barb Honchak,Lauren Murphy,False,2017-12-01,WomenFlyweight,Blue
Christina Marks,Montana De La Rosa,False,2017-12-01,WomenFlyweight,Blue
Andrew Sanchez,Ryan Janes,False,2017-12-01,Middleweight,Blue
DeAnna Bennett,Melinda Fabian,False,2017-12-01,WomenFlyweight,Draw
Nicco Montano,Roxanne Modafferi,True,2017-12-01,WomenFlyweight,Red
Sean O'Malley,Terrion Ware,False,2017-12-01,Bantamweight,Red
Joe Soto,Brett Johns,False,2017-12-01,Bantamweight,Blue
Ariel Beck,Shana Dobson,False,2017-12-01,WomenFlyweight,Blue
