R_fighter,B_fighter,R_wins,R_draw,R_losses,B_wins,B_draw,B_losses
Chris Weidman,Gegard Mousasi,9,0,2,8,0,3
Myles Jury,Mike de la Torre,6,0,2,2,0,4
Shane Burgos,Charles Rosa,1,0,0,2,0,2
Will Brooks,Charles Oliveira,1,0,1,9,0,8
Thiago Alves,Patrick Cote,13,0,8,10,0,10
Cynthia Calvillo,Pearl Gonzalez,1,0,0,0,0,0
Gregor Gillespie,Andrew Holbrook,1,0,0,2,0,1
Daniel Cormier,Anthony Johnson,7,0,1,13,0,5
Patrick Cummins,Jan Blachowicz,4,0,4,2,0,3
Jenel Lausa,Bibulatov Magomed,1,0,0,0,0,0
Josh Emmett,Desmond Green,2,0,0,0,0,0
Katlyn Chookagian,Irene Aldana,1,0,1,0,0,1
Leon Edwards,Vicente Luque,4,0,2,4,0,1
Daniel Omielanczuk,Timothy Johnson,4,0,3,2,0,2
Darren Stewart,Francimar Barroso,0,0,1,3,0,3
Gunnar Nelson,Alan Jouban,6,0,2,6,0,2
Jimi Manuwa,Corey Anderson,5,0,2,6,0,2
Joe Duffy,Reza Madadi,3,0,1,3,0,2
Arnold Allen,Makwan Amirkhani,2,0,0,3,0,0
Brad Pickett,Marlon Vera,5,0,8,2,0,2
Brad Scott,Scott Askham,2,0,3,2,0,3
Marc Diakiese,Teemu Packalen,2,0,0,1,0,1
Lina Lansberg,Lucie Pudilova,0,0,1,0,0,0
Bethe Correia,Marion Reneau,4,0,2,3,0,2
Alex Oliveira,Tim Means,5,0,3,8,0,5
Vitor Belfort,Kelvin Gastelum,14,0,9,8,0,2
Edson Barboza,Beneil Dariush,12,0,4,8,0,2
Mauricio Rua,Gian Villante,8,0,8,5,0,4
Francisco Trinaldo,Kevin Lee,11,0,3,7,0,2
Jussier Formiga,Ray Borg,5,0,3,4,0,2
Sergio Moraes,Davi Ramos,5,0,2,0,0,0
Michel Prazeres,Joshua Burkman,5,0,2,6,0,10
Rani Yahya,Joe Soto,8,0,3,2,0,3
Rony Jason,Jeremy Kennedy,4,0,4,1,0,0
Garreth McLellan,Paulo Costa,1,0,3,0,0,0
Amanda Cooper,Cynthia Calvillo,1,0,1,0,0,0
Rashad Evans,Daniel Kelly,14,0,6,5,0,1
Iuri Alcantara,Luke Sanders,8,0,5,1,0,0
Lando Vannata,David Teymur,1,0,1,2,0,0
Marcin Tybura,Luis Henrique,1,0,1,2,0,1
Mirsad Bektic,Darren Elkins,4,0,0,11,0,4
Tyron Woodley,Stephen Thompson,6,0,3,8,0,2
Alistair Overeem,Mark Hunt,6,0,4,7,0,6
Albert Morales,Andre Soukhamthath,0,0,2,0,0,0
Tyson Pedro,Paul Craig,1,0,0,1,0,0
Mark Godbeer,Daniel Spitz,0,0,1,0,0,0
Derrick Lewis,Travis Browne,8,0,2,9,0,6
Sam Sicilia,Gavin Tucker,5,0,6,0,0,0
Elias Theodorou,Cezar Ferreira,4,0,1,7,0,3
Carla Esparza,Randa Markos,2,0,1,2,0,3
Sara McMann,Gina Mazany,4,0,3,0,0,0
Nordine Taleb,Santiago Ponzinibbio,4,0,1,5,0,2
Johny Hendricks,Hector Lombard,12,0,6,3,0,5
Paul Felder,Alex Ricci,4,0,3,0,0,1
Jack Marshman,Thiago Santos,1,0,0,5,0,4
Gerald Meerschaert,Ryan Janes,1,0,0,1,0,0
Aiemann Zahabi,Reginaldo Vieira,0,0,0,1,0,1
Jacare Souza,Tim Boetsch,6,0,1,11,0,9
Glover Teixeira,Jared Cannonier,8,0,3,2,0,1
Holly Holm,Germaine de Randamie,3,0,2,3,0,1
Dustin Poirier,Jim Miller,12,0,4,17,0,8
Wilson Reis,Yuta Sasaki,5,0,2,2,0,2
Anderson Silva,Derek Brunson,16,0,5,7,0,2
Randy Brown,Belal Muhammad,3,0,1,1,0,2
Nik Lentz,Islam Makhachev,11,0,6,2,0,1
Rick Glenn,Phillipe Nover,0,0,1,1,0,5
Ryan LaFlare,Roan Carneiro,5,0,1,4,0,4
Jessica Andrade,Angela Hill,6,0,3,1,0,2
Chas Skelly,Chris Gruetzemacher,5,0,2,1,0,0
Abel Trujillo,James Vick,6,0,3,5,0,1
Anthony Hamilton,Marcel Fortuna,3,0,4,0,0,0
Adam Milstead,Curtis Blaydes,1,0,0,1,0,1
Ovince Saint Preux,Volkan Oezdemir,7,0,4,0,0,0
Alexa Grasso,Felice Herrig,1,0,0,2,0,1
Dennis Bermudez,Chan Sung Jung,9,0,3,3,0,1
Ricardo Ramos,Michinori Tanaka,0,0,0,2,0,2
Tecia Torres,Bec Rawlings,3,0,1,2,0,2
Daniel Jolly,Khalil Rountree Jr.,0,0,1,0,0,2
Alex Morono,Niko Price,2,0,0,1,0,0
Alex Caceres,Jason Knight,7,0,8,2,0,1
Henrique da Silva,Jordan Johnson,2,0,1,0,0,0
Bobby Nash,Li Jingliang,0,0,0,3,0,2
Nate Marquardt,Sam Alvey,13,0,9,6,0,3
Valentina Shevchenko,Julianna Pena,2,0,1,4,0,0
Donald Cerrone,Jorge Masvidal,19,0,4,8,0,4
Andrei Arlovski,Francis Ngannou,14,0,7,4,0,0
Raphael Assuncao,Aljamain Sterling,7,0,2,4,0,1
Eric Spicely,Alessio Di Chirico,1,0,1,1,0,1
Alexandre Pantoja,Eric Shelton,0,0,0,0,0,0
Marcos Rogerio de Lima,Jeremy Kimball,3,0,2,0,0,0
Jason Gonzalez,JC Cottrell,0,0,1,0,0,1
Frankie Saenz,Augusto Mendes,3,0,2,0,0,1
Joe Lauzon,Marcin Held,13,0,9,0,0,1
John Moraga,Sergio Pettis,5,0,4,5,0,2
Anthony Rocco Martin,Alex White,2,0,3,2,0,2
Aleksei Oleinik,Viktor Pesta,2,0,1,1,0,3
Devin Powell,Drakkar Klose,0,0,0,0,0,0
Court McGee,Ben Saunders,7,0,4,7,0,4
Yair Rodriguez,BJ Penn,5,0,0,12,0,11
Bojan Mihajlovic,Joachim Christensen,0,0,1,0,0,1
Walt Harris,Chase Sherman,1,0,4,0,0,1
Dmitrii Smoliakov,Cyril Asker,0,0,1,0,0,1
Jocelyn Jones-Lybarger,Nina Ansaroff,0,0,2,0,0,2
Dong Hyun Kim,Tarec Saffiedine,12,0,4,2,0,2
Louis Smolka,Ray Borg,5,0,2,3,0,2
TJ Dillashaw,John Lineker,9,0,3,10,0,2
Amanda Nunes,Ronda Rousey,6,0,1,6,0,1
Johny Hendricks,Neil Magny,12,0,5,11,0,4
Mike Pyle,Alex Garcia,10,0,7,3,0,2
Antonio Carlos Junior,Marvin Vettori,3,0,3,1,0,0
Dominick Cruz,Cody Garbrandt,5,0,0,5,0,0
Alex Oliveira,Tim Means,5,0,2,8,0,4
Brandon Thatch,Niko Price,2,0,3,0,0,0
Paige VanZant,Michelle Waterson,4,0,1,1,0,0
Alan Jouban,Mike Perry,5,0,2,2,0,0
Henrique da Silva,Paul Craig,2,0,0,0,0,0
James Moontasri,Alex Morono,2,0,3,1,0,0
Cole Miller,Mizuto Hirota,10,0,9,0,0,3
Bryan Barberena,Colby Covington,3,0,1,5,0,1
Sage Northcutt,Mickey Gall,3,0,1,2,0,0
Urijah Faber,Brad Pickett,9,0,6,5,0,7
Josh Emmett,Scott Holtzman,1,0,0,2,0,1
Eddie Wineland,Takeya Mizugaki,4,0,5,8,0,5
Leslie Smith,Irene Aldana,2,0,3,0,0,0
Hector Sandoval,Fredy Serrano,0,0,1,2,0,1
Bojan Velickovic,Sultan Aliev,1,0,1,0,0,1
Donald Cerrone,Matt Brown,18,0,4,13,0,9
Cub Swanson,Dooho Choi,8,0,3,3,0,0
Jordan Mein,Emil Meek,3,0,2,0,0,0
Max Holloway,Anthony Pettis,12,0,3,6,0,4
Valerie Letourneau,Viviane Pereira,3,0,2,0,0,0
Nikita Krylov,Misha Cirkunov,6,0,2,3,0,0
Olivier Aubin-Mercier,Drew Dober,4,0,2,3,0,4
Tim Kennedy,Kelvin Gastelum,3,0,1,7,0,2
Mitch Gagnon,Matthew Lopez,4,0,2,0,0,1
Zach Makovsky,Dustin Ortiz,3,0,3,4,0,4
John Makdessi,Lando Vannata,7,0,5,0,0,1
Jason Saggo,Rustam Khabilov,3,0,1,6,0,2
Andrew Sanchez,Trevor Smith,1,0,0,4,0,3
Francis Ngannou,Anthony Hamilton,3,0,0,3,0,3
Randy Brown,Brian Camozzi,2,0,1,0,0,0
Corey Anderson,Sean O'Connell,5,0,2,2,0,4
Joseph Gigliotti,Gerald Meerschaert,0,0,1,0,0,0
Gian Villante,Saparbeg Safarov,4,0,4,0,0,0
Derrick Lewis,Shamil Abdurakhimov,7,0,2,2,0,1
Justine Kish,Ashley Yoder,1,0,0,0,0,0
Tiago dos Santos e Silva,Shane Burgos,2,0,1,0,0,0
Frankie Perez,Marc Diakiese,1,0,1,1,0,0
Juliana Lima,JJ Aldrich,2,0,2,0,0,0
Keith Berish,Ryan Janes,0,0,1,0,0,0
Jake Ellenberger,Jorge Masvidal,10,0,7,7,0,4
Sara McMann,Alexis Davis,3,0,3,4,0,1
Ion Cutelaba,Jared Cannonier,1,0,1,1,0,1
Demetrious Johnson,Tim Elliott,12,0,2,2,0,4
Gray Maynard,Ryan Hall,10,0,7,1,0,0
Rob Font,Matt Schnell,2,0,1,0,0,0
Joseph Benavidez,Henry Cejudo,11,0,2,4,0,1
Brandon Moreno,Ryan Benoit,1,0,0,2,0,2
Kailin Curran,Jamie Moyle,1,0,3,0,0,0
Josh Stansbury,Devin Clark,1,0,0,0,0,1
Elvis Mutapcic,Anthony Smith,0,0,2,1,0,2
Dong Hyun Ma,Brendan O'Reilly,0,0,2,1,0,2
Daniel Kelly,Chris Camozzi,4,0,1,9,0,8
Khalil Rountree Jr.,Tyson Pedro,0,0,1,0,0,0
Kyle Noke,Omari Akhmedov,6,0,5,3,0,3
Yusuke Kasuya,Alexander Volkanovski,0,0,1,0,0,0
Damien Brown,Jon Tuck,1,0,1,3,0,3
Jake Matthews,Andrew Holbrook,4,0,2,1,0,1
Seo Hee Ham,Danielle Taylor,1,0,2,0,0,1
Robert Whittaker,Derek Brunson,7,0,2,7,0,1
Richard Walsh,Jonathan Meunier,2,0,3,0,0,1
Dan Hooker,Jason Knight,3,0,2,1,0,1
Marlon Vera,Guangyou Ning,1,0,2,2,0,1
Ben Nguyen,Geane Herrera,2,0,1,1,0,2
Yao Zhikui,Jenel Lausa,1,0,2,0,0,0
Marcos Rogerio de Lima,Gadzhimurad Antigulov,3,0,1,0,0,0
Cezar Ferreira,Jack Hermansson,6,0,3,1,0,0
Sergio Moraes,Zak Ottow,4,0,2,1,0,0
Claudia Gadelha,Cortney Casey,2,0,2,2,0,2
Thomas Almeida,Albert Morales,4,0,1,0,0,1
Warlley Alves,Kamaru Usman,4,0,1,3,0,0
Thales Leites,Krzysztof Jotko,11,0,5,5,0,1
Ryan Bader,Rogerio Nogueira,14,0,5,5,0,4
Francimar Barroso,Darren Stewart,3,0,2,0,0,0
Luis Henrique,Christian Colombo,1,0,1,0,0,1
Johnny Eduardo,Manvel Gamburyan,2,0,2,6,0,8
Pedro Munhoz,Justin Scoggins,2,0,3,4,0,2
Kevin Lee,Magomed Mustafaev,6,0,2,2,0,0
Magnus Cedenblad,Jack Marshman,4,0,1,0,0,0
Artem Lobov,Teruto Ishihara,1,0,2,2,0,1
Kyoji Horiguchi,Ali Bagautinov,6,0,1,4,0,2
Ross Pearson,Stevie Ray,11,0,10,3,0,1
Anna Elmose,Amanda Cooper,0,0,1,0,0,1
Gegard Mousasi,Uriah Hall,7,0,3,5,0,5
Timothy Johnson,Alexander Volkov,2,0,1,0,0,0
Zak Cummings,Alexander Yakovlev,4,0,2,2,0,3
Marion Reneau,Milana Dudieva,2,0,2,1,0,1
Justin Ledet,Mark Godbeer,1,0,0,0,0,0
Brett Johns,Kwan Ho Kwak,0,0,0,0,0,0
Charlie Ward,Abdul Razak Alhassan,0,0,0,0,0,0
Tyron Woodley,Stephen Thompson,6,0,2,8,0,1
Khabib Nurmagomedov,Michael Johnson,7,0,0,9,0,6
Frankie Edgar,Jeremy Stephens,14,0,6,12,0,11
Rafael Natal,Tim Boetsch,9,0,6,10,0,9
Chris Weidman,Yoel Romero,9,0,1,7,0,0
Miesha Tate,Raquel Pennington,5,0,3,5,0,2
Eddie Alvarez,Conor McGregor,3,0,1,8,0,1
Vicente Luque,Belal Muhammad,3,0,1,1,0,1
Joanna Jedrzejczyk,Karolina Kowalkiewicz,6,0,0,3,0,0
Jim Miller,Thiago Alves,16,0,8,13,0,7
Liz Carmouche,Katlyn Chookagian,2,0,3,1,0,0
Marco Beltran,Joe Soto,3,0,0,1,0,3
Ricardo Lamas,Charles Oliveira,7,0,3,9,0,7
Beneil Dariush,Rashid Magomedov,7,0,2,4,0,0
Martin Bravo,Claudio Puelles,0,0,0,0,0,0
Diego Sanchez,Marcin Held,15,0,9,0,0,0
Rafael Dos Anjos,Tony Ferguson,14,0,6,11,0,1
Erik Perez,Felipe Arantes,6,0,2,5,0,4
Alexa Grasso,Heather Clark,0,0,0,1,0,1
Erick Montano,Max Griffin,1,0,1,0,0,1
Sam Alvey,Alex Nicholson,5,0,3,1,0,1
Henry Briones,Douglas Silva de Andrade,1,0,1,1,0,1
Marco Polo Reyes,Jason Novelli,2,0,0,0,0,1
Enrique Barzola,Chris Avila,1,0,1,0,0,1
Brad Pickett,Iuri Alcantara,5,0,6,7,0,5
Vitor Belfort,Gegard Mousasi,14,0,8,6,0,3
Leon Edwards,Albert Tumenov,3,0,2,5,0,2
Davey Grant,Damian Stasiak,1,0,1,1,0,1
Ovince Saint Preux,Jimi Manuwa,7,0,3,4,0,2
Michael Bisping,Dan Henderson,19,0,7,9,0,8
Mirsad Bektic,Russell Doane,3,0,0,2,0,3
Stefan Struve,Daniel Omielanczuk,11,0,6,4,0,2
Lukasz Sajewski,Marc Diakiese,0,0,2,0,0,0
Leonardo Santos,Adriano Martins,4,0,1,4,0,1
Danny Roberts,Mike Perry,2,0,0,1,0,0
Shamil Abdurakhimov,Walt Harris,1,0,1,1,0,3
Henrique da Silva,Joachim Christensen,1,0,0,0,0,0
Joshua Burkman,Zak Ottow,6,0,9,0,0,0
Will Brooks,Alex Oliveira,1,0,0,4,0,2
Hacran Dias,Andre Fili,3,0,3,3,0,3
John Lineker,John Dodson,9,0,2,7,0,2
Keita Nakamura,Elizeu Zaleski dos Santos,2,0,4,1,0,1
Nate Marquardt,Tamdan McCrory,12,0,9,4,0,4
Louis Smolka,Brandon Moreno,5,0,1,0,0,0
Cody East,Curtis Blaydes,0,0,1,0,0,1
Jonathan Wilson,Ion Cutelaba,1,0,1,0,0,1
Kelly Faszholz,Ketlen Vieira,0,0,1,0,0,0
Rani Yahya,Michinori Tanaka,7,0,3,2,0,1
Renan Barao,Phillipe Nover,8,0,3,1,0,4
Thiago Santos,Eric Spicely,5,0,3,0,0,1
Godofredo Pepey,Mike de la Torre,4,0,4,2,0,3
Gilbert Burns,Michel Prazeres,4,0,1,4,0,2
Roy Nelson,Antonio Silva,8,0,9,3,0,7
Cristiane Justino,Lina Lansberg,1,0,0,0,0,0
Francisco Trinaldo,Paul Felder,10,0,3,4,0,2
Jussier Formiga,Dustin Ortiz,4,0,3,4,0,3
Erick Silva,Luan Chagas,6,0,6,0,0,1
Vicente Luque,Hector Urbina,2,0,1,1,0,1
Alan Patrick,Stevie Ray,3,0,1,3,0,0
Glaico Franca Moreira,Gregor Gillespie,1,0,1,0,0,0
Dustin Poirier,Michael Johnson,12,0,3,8,0,6
Chris Wade,Islam Makhachev,4,0,1,1,0,1
Evan Dunham,Rick Glenn,10,0,6,0,0,0
Roan Carneiro,Kenny Robertson,3,0,4,4,0,4
Gabriel Benitez,Sam Sicilia,2,0,1,5,0,5
Uriah Hall,Derek Brunson,5,0,4,6,0,1
Chas Skelly,Maximo Blanco,4,0,2,4,0,4
Augusto Montano,Belal Muhammad,1,0,1,0,0,1
Erick Montano,Randy Brown,1,0,0,1,0,1
Antonio Carlos Junior,Leonardo Guimaraes,2,0,3,0,0,1
Alejandro Perez,Albert Morales,3,0,1,0,0,0
Jose Quinonez,Joey Gomez,1,0,1,0,0,1
Nik Lentz,Michael McBride,10,0,6,0,0,0
Stipe Miocic,Alistair Overeem,9,0,2,6,0,3
CM Punk,Mickey Gall,0,0,0,1,0,0
Urijah Faber,Jimmie Rivera,9,0,5,3,0,0
Jessica Andrade,Joanne Calderwood,5,0,3,3,0,1
Fabricio Werdum,Travis Browne,8,0,3,9,0,5
Brad Tavares,Caio Magalhaes,8,0,4,4,0,2
Jessica Eye,Bethe Correia,1,0,5,3,0,2
Drew Dober,Jason Gonzalez,2,0,4,0,0,0
Yancy Medeiros,Sean Spencer,3,0,5,3,0,4
Ryan Bader,Ilir Latifi,13,0,5,5,0,2
Peter Sobotta,Nicolas Dalby,2,0,4,1,0,2
Ashlee Evans-Smith,Veronica Macedo,1,0,1,0,0,0
Taylor Lapilus,Leandro Issa,2,0,1,2,0,2
Nick Hein,Tae Hyun Bang,3,0,1,2,0,2
Andrei Arlovski,Josh Barnett,14,0,6,6,0,3
Jessin Ayari,Jim Wallhead,0,0,0,0,0,0
Alexander Gustafsson,Jan Blachowicz,8,0,4,2,0,2
Jarjis Danho,Christian Colombo,0,0,1,0,0,0
Scott Askham,Jack Hermansson,2,0,2,0,0,0
Rustam Khabilov,Leandro Silva,5,0,2,3,0,4
Sam Alvey,Kevin Casey,4,0,3,1,0,5
Garreth McLellan,Alessio Di Chirico,1,0,2,0,0,1
Anthony Pettis,Charles Oliveira,5,0,4,9,0,6
Joe Lauzon,Jim Miller,13,0,8,15,0,8
Shane Campbell,Felipe Silva,1,0,3,0,0,0
Demian Maia,Carlos Condit,17,0,6,7,0,5
Enrique Barzola,Kyle Bochniak,1,0,0,0,0,1
Paige VanZant,Bec Rawlings,3,0,1,2,0,1
Chad Laprise,Thibault Gouti,3,0,2,0,0,2
Jeremy Kennedy,Alex Ricci,0,0,0,0,0,0
Cody Garbrandt,Takeya Mizugaki,4,0,0,8,0,4
Artem Lobov,Chris Avila,0,0,2,0,0,0
Rick Story,Donald Cerrone,12,0,6,17,0,4
Raquel Pennington,Elizabeth Phillips,4,0,2,1,0,2
Hyun Gyu Lim,Mike Perry,3,0,2,0,0,0
Anthony Johnson,Glover Teixeira,12,0,5,8,0,2
Tim Means,Sabah Homasi,7,0,4,0,0,0
Nate Diaz,Conor McGregor,14,0,8,7,0,1
Colby Covington,Max Griffin,4,0,1,0,0,0
Randa Markos,Cortney Casey,2,0,2,1,0,2
Neil Magny,Lorenz Larkin,11,0,3,4,0,5
Alberto Uda,Marvin Vettori,0,0,1,0,0,0
Viktor Pesta,Marcin Tybura,1,0,2,0,0,1
Court McGee,Dominique Steele,6,0,4,1,0,2
Thales Leites,Chris Camozzi,10,0,5,9,0,7
Trevor Smith,Joseph Gigliotti,3,0,3,0,0,0
Santiago Ponzinibbio,Zak Cummings,4,0,2,4,0,1
Dennis Bermudez,Rony Jason,8,0,3,4,0,3
Maryna Moroz,Danielle Taylor,2,0,1,0,0,0
Yair Rodriguez,Alex Caceres,4,0,0,7,0,7
David Teymur,Jason Novelli,1,0,0,0,0,0
Teruto Ishihara,Horacio Gutierrez,1,0,1,0,0,1
Chase Sherman,Justin Ledet,0,0,0,0,0,0
Cub Swanson,Tatsuya Kawajiri,7,0,3,3,0,2
Ryan Benoit,Fredy Serrano,1,0,2,2,0,0
Rose Namajunas,Karolina Kowalkiewicz,3,0,1,2,0,0
Francisco Rivera,Erik Perez,4,0,6,5,0,2
Nikita Krylov,Ed Herman,5,0,2,10,0,8
Matt Brown,Jake Ellenberger,13,0,8,9,0,7
Anthony Hamilton,Damian Grabowski,2,0,3,0,0,1
Ross Pearson,Jorge Masvidal,11,0,9,6,0,4
Robbie Lawler,Tyron Woodley,12,0,4,5,0,2
Wilson Reis,Hector Sandoval,4,0,2,0,0,0
Michael Graves,Bojan Velickovic,2,0,0,1,0,0
Cesar Arzamendia,Damien Brown,0,0,1,0,0,1
Kamaru Usman,Alexander Yakovlev,2,0,0,2,0,2
Felice Herrig,Kailin Curran,1,0,1,1,0,2
Francis Ngannou,Bojan Mihajlovic,2,0,0,0,0,0
Frankie Saenz,Eddie Wineland,3,0,1,3,0,5
Holly Holm,Valentina Shevchenko,3,0,1,1,0,1
Edson Barboza,Gilbert Melendez,11,0,4,1,0,3
Darren Elkins,Godofredo Pepey,10,0,4,4,0,3
Michel Prazeres,JC Cottrell,3,0,2,0,0,0
Alex Oliveira,James Moontasri,3,0,2,2,0,2
Luis Henrique,Dmitrii Smoliakov,0,0,1,0,0,0
Jim Alers,Jason Knight,1,0,2,0,0,1
Louis Smolka,Ben Nguyen,4,0,1,2,0,0
Tim Boetsch,Josh Samman,9,0,9,3,0,1
Tony Ferguson,Lando Vannata,10,0,1,0,0,0
Kyle Noke,Keita Nakamura,6,0,4,1,0,4
Michael McDonald,John Lineker,6,0,2,8,0,2
Lauren Murphy,Katlyn Chookagian,1,0,2,0,0,0
Aleksei Oleinik,Daniel Omielanczuk,2,0,0,3,0,2
Eric Spicely,Sam Alvey,0,0,0,3,0,3
Cortney Casey,Cristina Stanciu,0,0,2,0,0,1
Devin Clark,Alex Nicholson,0,0,0,0,0,1
Rani Yahya,Matthew Lopez,6,0,3,0,0,0
Scott Holtzman,Cody Pfister,1,0,1,1,0,2
Jose Aldo,Frankie Edgar,7,0,1,14,0,5
Cain Velasquez,Travis Browne,11,0,2,9,0,4
Miesha Tate,Amanda Nunes,5,0,2,5,0,1
Cat Zingano,Julianna Pena,2,0,1,3,0,0
TJ Dillashaw,Raphael Assuncao,8,0,3,7,0,1
Daniel Cormier,Anderson Silva,6,0,1,16,0,4
Brock Lesnar,Mark Hunt,4,0,3,7,0,5
Johny Hendricks,Kelvin Gastelum,12,0,4,6,0,2
Diego Sanchez,Joe Lauzon,15,0,8,12,0,8
Sage Northcutt,Enrique Marin,2,0,1,0,0,1
Gegard Mousasi,Thiago Santos,5,0,3,5,0,2
Jim Miller,Takanori Gomi,14,0,8,4,0,6
Joanna Jedrzejczyk,Claudia Gadelha,5,0,0,2,0,1
Joaquim Silva,Andrew Holbrook,1,0,0,1,0,0
Andrew Sanchez,Khalil Rountree Jr.,0,0,0,0,0,0
Ross Pearson,Will Brooks,11,0,8,0,0,0
Tatiana Suarez,Amanda Cooper,0,0,0,0,0,0
Dooho Choi,Thiago Tavares,2,0,0,10,0,7
John Moraga,Matheus Nicolau,5,0,3,1,0,0
Gray Maynard,Fernando Bruno,9,0,7,0,0,1
Jake Matthews,Kevin Lee,4,0,1,5,0,2
Cory Hendricks,Josh Stansbury,0,0,0,0,0,0
Cezar Ferreira,Anthony Smith,5,0,3,1,0,1
Li Jingliang,Anton Zafir,2,0,2,0,0,1
Rafael Dos Anjos,Eddie Alvarez,14,0,5,2,0,1
Russell Doane,Pedro Munhoz,2,0,2,1,0,3
Roy Nelson,Derrick Lewis,8,0,8,6,0,2
Joe Duffy,Mitch Clarke,2,0,1,2,0,3
John Makdessi,Mehdi Baghdad,6,0,5,0,0,1
Mike Pyle,Alberto Mina,10,0,6,2,0,0
Anthony Birchak,Dileno Lopes,1,0,2,0,0,1
Gilbert Burns,Lukasz Sajewski,3,0,1,0,0,1
Alan Jouban,Belal Muhammad,4,0,2,0,0,0
Felipe Arantes,Jerrod Sanders,4,0,4,1,0,2
Marco Beltran,Reginaldo Vieira,2,0,0,1,0,0
Vicente Luque,Alvaro Herrera Mendoza,1,0,1,1,0,0
Tamdan McCrory,Krzysztof Jotko,4,0,3,4,0,1
Misha Cirkunov,Ion Cutelaba,2,0,0,0,0,0
Valerie Letourneau,Joanne Calderwood,3,0,1,2,0,1
Rory MacDonald,Stephen Thompson,9,0,3,7,0,1
Steve Bosse,Sean O'Connell,1,0,1,2,0,3
Olivier Aubin-Mercier,Thibault Gouti,3,0,2,0,0,1
Donald Cerrone,Patrick Cote,16,0,4,10,0,9
Jason Saggo,Leandro Silva,2,0,1,3,0,3
Randa Markos,Jocelyn Jones-Lybarger,1,0,2,0,0,1
Elias Theodorou,Sam Alvey,3,0,1,3,0,2
Chris Beal,Joe Soto,2,0,2,0,0,3
Colby Covington,Jonathan Meunier,3,0,1,0,0,0
Ali Bagautinov,Geane Herrera,3,0,2,1,0,1
Luke Rockhold,Michael Bisping,5,0,1,18,0,7
Max Holloway,Ricardo Lamas,11,0,3,7,0,2
Jessica Penne,Jessica Andrade,1,0,1,4,0,3
Brian Ortega,Clay Guida,2,0,1,12,0,10
Beneil Dariush,James Vick,6,0,2,5,0,0
Dan Henderson,Hector Lombard,8,0,8,3,0,4
Dominick Cruz,Urijah Faber,4,0,0,9,0,4
Dustin Poirier,Bobby Green,11,0,3,4,0,1
Kevin Casey,Elvis Mutapcic,1,0,4,0,0,1
Jonathan Wilson,Henrique da Silva,1,0,0,0,0,0
Cole Miller,Alex Caceres,10,0,8,6,0,7
Sean Strickland,Tom Breese,4,0,1,3,0,0
Marco Polo Reyes,Dong Hyun Ma,1,0,0,0,0,1
Jorge Masvidal,Lorenz Larkin,6,0,3,3,0,5
Thomas Almeida,Cody Garbrandt,4,0,0,3,0,0
Chris Camozzi,Vitor Miranda,8,0,7,3,0,1
Sara McMann,Jessica Eye,2,0,3,1,0,4
Joshua Burkman,Paul Felder,6,0,8,3,0,2
Renan Barao,Jeremy Stephens,8,0,2,11,0,11
Tarec Saffiedine,Rick Story,2,0,1,11,0,6
Abel Trujillo,Jordan Rinaldi,5,0,3,0,0,0
Jake Collier,Alberto Uda,1,0,2,0,0,0
Erik Koch,Shane Campbell,3,0,3,1,0,2
Aljamain Sterling,Bryan Caraway,4,0,0,5,0,2
Chris de la Rocha,Adam Milstead,0,0,1,0,0,0
Thiago Santos,Nate Marquardt,4,0,2,12,0,8
Francisco Trinaldo,Yancy Medeiros,9,0,3,3,0,4
Mauricio Rua,Corey Anderson,7,0,8,5,0,1
Cristiane Justino,Leslie Smith,0,0,0,2,0,2
Fabricio Werdum,Stipe Miocic,8,0,2,8,0,2
Demian Maia,Matt Brown,16,0,6,13,0,7
Jacare Souza,Vitor Belfort,5,0,1,14,0,7
Warlley Alves,Bryan Barberena,4,0,0,2,0,1
John Lineker,Rob Font,7,0,2,2,0,0
Sergio Moraes,Luan Chagas,4,0,1,0,0,0
Renato Moicano,Zubaira Tukhugov,1,0,0,3,0,0
Rogerio Nogueira,Patrick Cummins,4,0,4,4,0,3
Antonio Silva,Stefan Struve,3,0,6,10,0,6
Albert Tumenov,Gunnar Nelson,5,0,1,5,0,2
Rustam Khabilov,Chris Wade,4,0,2,4,0,0
Alistair Overeem,Andrei Arlovski,5,0,3,14,0,5
Nikita Krylov,Francimar Barroso,4,0,2,3,0,1
Karolina Kowalkiewicz,Heather Clark,1,0,0,1,0,0
Germaine de Randamie,Anna Elmose,2,0,1,0,0,0
Magnus Cedenblad,Garreth McLellan,3,0,1,1,0,1
Jon Tuck,Josh Emmett,3,0,2,0,0,0
Kyoji Horiguchi,Neil Seery,5,0,1,3,0,2
Yan Cabral,Reza Madadi,2,0,2,2,0,2
Yuta Sasaki,Willie Gates,1,0,2,1,0,2
Leon Edwards,Dominic Waters,2,0,2,0,0,2
Yair Rodriguez,Andre Fili,3,0,0,3,0,2
Anthony Pettis,Edson Barboza,5,0,3,10,0,4
Danny Roberts,Dominique Steele,1,0,0,1,0,1
Sergio Pettis,Chris Kelades,4,0,2,2,0,1
Carla Esparza,Juliana Lima,1,0,1,2,0,1
Jon Jones,Ovince Saint Preux,15,0,1,7,0,2
Demetrious Johnson,Henry Cejudo,11,0,2,4,0,0
Robert Whittaker,Rafael Natal,6,0,2,9,0,5
Glaico Franca Moreira,James Vick,1,0,0,4,0,0
